Quarter,Electricity,Stationary,Transport,Fugitives,Industrial,Agriculture,Waste,Land sector
Sep-04, 51.2420245522558 , 22.1684946587432 , 20.3212315949574 , 10.9287666271193 , 7.4771328873172 , 21.8502723190833 , 3.9607966152045 , 19.3923966266588 
Dec-04, 46.2750273589415 , 19.2708436585963 , 21.1880916328668 , 10.5429877313964 , 7.5108461081861 , 21.8502723190833 , 3.9607966152045 , 19.3923966266588 
Mar-05, 49.3906664067779 , 18.0558776978335 , 19.8021895128526 , 10.4591201216261 , 7.5085842228296 , 21.3752663991032 , 3.8746923409610 , 18.9708227869488 
Jun-05, 49.7657696650608 , 21.7186643227048 , 20.4923761451569 , 10.8444211829644 , 7.6286269281838 , 21.6127693590932 , 3.9177444780827 , 19.1816097068038 
Sep-05, 52.4457987995441 , 22.1890193611397 , 20.6314147748110 , 11.2605672631214 , 7.7770940427163 , 21.5745230672879 , 3.8967645278885 , 27.3002017278111 
Dec-05, 47.5264135407378 , 19.1268952742177 , 21.4908951043121 , 10.8456286509947 , 7.6487777864735 , 21.5745230672879 , 3.8967645278885 , 27.3002017278111 
Mar-06, 50.2976278048806 , 17.8220878754848 , 20.0983880053384 , 10.5056267494299 , 7.5143412872858 , 21.1055116962600 , 3.8120522555431 , 26.7067190815543 
Jun-06, 50.9559753746183 , 21.3634124657301 , 20.8336405993078 , 11.0641242128551 , 7.6702046478958 , 21.3400173817739 , 3.8544083917158 , 27.0034604046827 
Sep-06, 53.5162091071839 , 22.4927677809607 , 21.0808996760382 , 11.9023035430729 , 8.2291775309353 , 20.6957523789092 , 3.9954383416478 , 20.9206702611951 
Dec-06, 47.9910695314486 , 19.4903038090166 , 21.9597162385818 , 11.6274796080498 , 8.2136360953243 , 20.6957523789092 , 3.9954383416478 , 20.9206702611951 
Mar-07, 50.9343344817756 , 17.7727637947889 , 20.5437392065986 , 11.2999242187786 , 8.0617111332497 , 20.2458447184981 , 3.9085809863946 , 20.4658730816039 
Jun-07, 51.5923532774079 , 21.6615776631494 , 21.3294045297251 , 11.9726680624599 , 8.1489668727460 , 20.4707985487037 , 3.9520096640212 , 20.6932716713995 
Sep-07, 53.7301038327811 , 23.3110059348664 , 21.5117091800817 , 12.2367257991714 , 8.2265138196993 , 19.9549114983009 , 4.1146347122351 , 17.5471469502502 
Dec-07, 48.3115506374088 , 20.1306813327764 , 22.3937863964994 , 11.3883765353427 , 8.1689033902499 , 19.9549114983009 , 4.1146347122351 , 17.5471469502502 
Mar-08, 51.6932903677541 , 18.0638311356320 , 20.9638107008239 , 10.5526268022247 , 8.1039056930984 , 19.7380102863629 , 4.0699104218847 , 17.3564170920953 
